bgyear,bgcitizen,bgmajor,bgmultimajor,bggender,gender,age,bgethnicity,race,bgmap2,pk1,pkpic2a,pk2,pkpic4a,pk3,pkhousemajority,pk4,pksenatemajority,pk5,pkoverride,pk6,pkpic5a,pk7,pknotnato,pk8,Q111,pk9,Q109,pk10,bgpk,gen,gen1,Q83,gen2,Q84,psc,Q85,psmm,Q86,undrgd,Q87,faculty,Q88,family,Q89,genpop,Q90,reps,Q91,dems,perception,p2,Q92_1,Q93_1,Q94_1,Q95_1,Q96_1,Q97_1,Q98_1,Q99_1,Q100_1,Q101_1,eff,ineff,exeff,eligible,midterm,vote,,volunteer,,sns,,button,,letter,,march,,money,,rally,,meeting,,part,prospect,Q114,,Q115_1,Q116,,Q117_1,Q118,,Q119_1,Q120,,Q121_1,Q122,trade,Q123_1,retro,real,aggpk,conf
Junior,Yes,Political Science,,Female,0,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Majority of the House and Senate,0,Denmark,0,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,7,7,6,6,7,8,4,7,7,6,6.5,6.6,6,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,Yes,1,0.888888889,4,Mexico,1,6,Theresa May,1,8,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,7,China,1,6,3,5,17,6.6
Sophomore,Yes,Political Science,,Male,1,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,8,Somewhat below average,0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,0.607142857,0.611111111,4,5,6,3,5,6,5,3,6,6,4.9,4.6,5,Yes,No,Yes,1,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.222222222,3,Mexico,1,5,Theresa May,1,8,each voter has a chance to rank the candidates in order of preference,1,6,lower than 5.0%,1,6,China,1,5,4,5,22,6
Junior,Yes,"Humanities (e.g., English, History, Philosophy)",,Male,1,20,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Secretary of State,0,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Poland,0,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.785714286,0.777777778,6,10,3,9,10,6,2,6,7,2,6.1,7.6,4.25,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,0.222222222,4,Mexico,1,2,Theresa May,1,10,each voter votes for parties instead of for individual candidates,0,6,lower than 5.0%,1,4,Canada,0,2,2,3,16,4.8
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Somewhat above average,0.75,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,0.5,0.5,5,4,5,6,5,4,6,5,6,4,5,5,5.25,Yes,Yes,No,0,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,0.111111111,2,Mexico,1,5,Gordon Brown,0,4,each voter has a chance to rank the candidates in order of preference,1,1,lower than 5.0%,1,5,China,1,5,1,4,21,4
Freshman/First Year,Yes,Political Science,,Male,1,19,Caucasian/White,1,Trump won in the election,1,Kirsten Gillibrand,0,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,PR systems tend to have a greater number of districts than SMD systems.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,6,6,4,7,7,5,2,5,5,3,5,6,3.75,Yes,Yes,Yes,1,No,0,No,0,Yes,1,No,0,No,0,Yes,1,Yes,1,No,0,0.444444444,4,Europe/Canada,0,3,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,3,lower than 5.0%,1,9,China,1,3,3,4,16,5.6
Senior,Yes,"Humanities (e.g., English, History, Philosophy)",,Male,1,32,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,9,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.75,0.805555556,6,8,4,6,9,5,3,1,4,3,4.9,6.6,2.75,Yes,Yes,Yes,1,Yes,1,Yes,1,No,0,Yes,1,Yes,1,Yes,1,No,0,Yes,1,0.777777778,4,Europe/Canada,0,6,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,lower than 5.0%,1,9,China,1,7,4,4,22,8
Freshman/First Year,Yes,Political Science,,Male,1,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,9,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,8,8,4,4,7,6,4,5,6,7,5.9,6.2,5.5,Yes,Yes,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,2,Mexico,1,3,Jeremy Corbyn,0,2,each voter votes for parties instead of for individual candidates,0,2,lower than 5.0%,1,6,China,1,2,1,3,20,3
Sophomore,Yes,Political Science,,Female,0,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Three quarters of the House and two thirds of the Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,I do not know.,0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.785714286,0.777777778,7,5,3,6,8,6,4,5,5,4,5.3,5.8,4.5,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,3,Other Latin America,0,3,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,4,lower than 5.0%,1,9,Canada,0,8,3,3,17,6.8
Freshman/First Year,Yes,Political Science,,Male,1,19,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Democratic Party,0,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Poland,0,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,7,7,2,8,7,9,7,5,8,10,7,6.2,7.5,Yes,No,No,0,No,0,Yes,1,No,0,No,0,No,0,No,0,No,0,Yes,1,0.222222222,3,Mexico,1,7,Theresa May,1,8,each voter has a chance to rank the candidates in order of preference,1,5,5.0-6.5%,0,8,China,1,8,3,4,19,7.2
Freshman/First Year,Yes,,,Male,1,26,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Russia,1,Brett Kavanaugh,1,SMD systems tend to have greater magnitude than PR systems do at the national level.,0,8,Far above average,1,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.5,0.5,0.5,6,5,5,5,5,4,5,5,5,5,5,5.2,5,Yes,No,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0,1,Mexico,1,5,Theresa May,1,1,each voter votes for parties instead of for individual candidates,0,2,5.0-6.5%,0,3,China,1,8,2,3,18,3.8
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Kirsten Gillibrand,0,Chief Justice of the Supreme Court,0,Democratic Party,0,Democratic Party,0,Two thirds of the House and Senate,1,Argentina,0,Russia,1,Sonia Sotomayor,0,I do not know.,0,3,Far above average,1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.964285714,0.972222222,10,10,2,10,4,10,6,7,10,10,7.9,7.2,8.25,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,No,0,No,0,0.777777778,5,Other Latin America,0,6,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,lower than 5.0%,1,9,China,1,8,4,4,8,8.6
Freshman/First Year,Yes,Political Science,,Male,1,18,"Hispanic or Latino,Caucasian/White",0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.75,0.75,7,8,4,7,9,5,2,5,9,7,6.3,7,5.75,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,No,0,No,0,0.111111111,4,Mexico,1,6,Theresa May,1,10,each voter votes for parties instead of for individual candidates,0,2,lower than 5.0%,1,7,China,1,9,4,4,23,6.8
Freshman/First Year,Yes,Business,,Male,1,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Neil Gorsuch,0,I do not know.,0,8,Somewhat above average,0.75,"low, in the bottom 26-50th percentile",0.5,"very low, in the bottom 25th percentile",0.25,"very low, in the bottom 25th percentile",0.25,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.535714286,0.583333333,6,6,3,7,8,8,2,4,4,8,5.6,6,4.5,Yes,Yes,No,0,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,No,0,No,0,0.333333333,3,Europe/Canada,0,5,Theresa May,1,10,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,5,lower than 5.0%,1,8,China,1,10,3,3,19,7.6
Freshman/First Year,Yes,,,Male,1,18,Asian,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Majority of the House and Senate,0,Germany,1,Russia,1,Brett Kavanaugh,1,"PR districts elect their district representatives directly, whereas SMD districts elect their representatives indirectly.",0,8,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,0.785714286,0.777777778,10,10,2,3,0,9,5,8,6,8,6.1,5,6.75,Yes,Yes,No,0,Yes,1,Yes,1,Yes,1,No,0,No,0,Yes,1,No,0,No,0,0.444444444,3,Mexico,1,8,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,9,lower than 5.0%,1,5,China,1,4,3,5,19,7.2
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Denmark,0,Poland,0,Brett Kavanaugh,1,I do not know.,0,7,Far above average,1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very low, in the bottom 25th percentile",0.25,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,0.821428571,0.861111111,1,10,1,0,10,10,2,4,2,0,4,4.4,2,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,Yes,1,No,0,Yes,1,Yes,1,0.444444444,5,Other Latin America,0,3,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,10,6.6-8.0%,0,1,China,1,0,4,3,16,4.8
Freshman/First Year,Yes,,,Male,1,18,Hispanic or Latino,0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and Senate,1,Germany,1,Russia,1,Brett Kavanaugh,1,Voters in a PR district elect more representatives than voters in an SMD district.,1,10,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,0.678571429,0.694444444,7,7,4,5,8,5,3,4,5,6,5.4,6.2,4.5,Yes,Yes,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,Yes,1,1,4,Europe/Canada,0,2,Theresa May,1,8,each voter has a chance to rank the candidates in order of preference,1,1,lower than 5.0%,1,2,China,1,4,2,4,21,3.4
Freshman/First Year,Yes,Political Science,,Female,0,18,Caucasian/White,1,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Republican Party,1,Republican Party,1,Two thirds of the House and three quarters of the Senate,0,Denmark,0,Russia,1,Brett Kavanaugh,1,I do not know.,0,7,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,0.607142857,0.611111111,6,7,5,8,6,7,4,1,4,8,5.6,6.4,4.25,Yes,Yes,Yes,1,No,0,Yes,1,Yes,1,No,0,Yes,1,No,0,Yes,1,Yes,1,0.666666667,3,Mexico,1,3,Gordon Brown,0,1,"each voter has as many votes as there are choices, and can distribute those votes as desired",0,6,5.0-6.5%,0,3,China,1,7,2,2,15,4
Sophomore,Yes,I have more than one major,"Humanities (e.g., English, History, Philosophy),Other",Female,0,19,"Asian,Caucasian/White",0,Trump won in the election,1,Elizabeth Warren,1,Speaker of the House,1,Tea Party,0,Tea Party,0,Two thirds of the House and Senate,1,Chile,0,Poland,0,Brett Kavanaugh,1,I do not know.,0,5,Somewhat above average,0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"high, among the top 51-75th percentile",0.75,"low, in the bottom 26-50th percentile",0.5,"very high, in the top 76th percent or higher",1,"very high, in the top 76th percent or higher",1,"high, among the top 51-75th percentile",0.75,"very high, in the top 76th percent or higher",1,0.785714286,0.805555556,6,7,2,8,7,7,4,7,7,7,6.2,6,6.25,Yes,Yes,Yes,1,No,0,No,0,No,0,No,0,No,0,No,0,Yes,1,No,0,0.222222222,4,Mexico,1,8,Theresa May,1,10,each voter has a chance to rank the candidates in order of preference,1,8,lower than 5.0%,1,10,China,1,7,4,5,12,8.6
