,psraid,sample,int_date,lang,state,cregion,density,usr,pew1,pk1,pew2,pk2,pew3,pk3,pew4,pk4,pew5,pk5,pew6,pk6,pew8,pk8,pew9,pk9,pew10,pk10,pew11,pk11,pkscore,ql1,ql1a,qc1,hh1,employ,marital,par,sex,age,recage,educ2,receduc,hisp,race,racethn,inc,reg,party,partyln,weight
631,201402,Cell,62217,English,California,West,3,Urban,John Kerry,0,Justin Trudeau,0,a Senator,0,Sean Spicer,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Nancy Pelosi,0,4%,1,5,NA,NA,"Yes, has a home telephone",2,Not employed,Married,Yes,Female,27,25-34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,Asian or Pacific Islander,Other~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,4.333333333
632,201412,Cell,62217,English,Washington,West,Lowest,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",5,Employed full-time,Married,No,Male,48,45-54,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,9.047619048
633,201427,Cell,62317,English,Washington,West,2,Suburban,Mitt Romney,0,Justin Trudeau,0,a Supreme Court justice,1,[VOL. DO NOT READ] Don't know,0,Lead,1,The Tuesday Group,0,The United Kingdom,1,Mosquitoes,1,Nancy Pelosi,0,12%,0,4,NA,NA,"No, no home telephone",1,Employed full-time,Never been married,No,Male,31,25-34,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,9.476190476
634,201445,Cell,62217,English,Idaho,West,Lowest,Rural,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,[VOL. DO NOT READ] Don't know,0,Paul Ryan,1,12%,0,3,NA,NA,"No, no home telephone",1,Not employed,Divorced,No,Male,66,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,7.333333333
635,201463,Cell,62217,English,California,West,3,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",2,Employed full-time,Divorced,No,Female,57,55-64,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,11.19047619
636,201471,Cell,62217,English,California,West,Highest,Suburban,[VOL. DO NOT READ] Don't know,0,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,8,NA,NA,"Yes, has a home telephone",3,Employed full-time,Never been married,No,Male,30,25-34,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Mixed race,Other~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),6
637,201472,Cell,62217,English,Washington,West,Lowest,Rural,John Kerry,0,Justin Trudeau,0,the head of the EPA,0,Robert Mueller,1,Lead,1,The Tuesday Group,0,Greece,0,Mosquitoes,1,Nancy Pelosi,0,12%,0,3,NA,NA,"No, no home telephone",2,Employed full-time,Living with a partner,No,Female,25,25-34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,7.380952381
638,201478,Cell,62417,English,California,West,Highest,Urban,Mitt Romney,0,Justin Trudeau,0,a Supreme Court justice,1,Sean Spicer,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,7,NA,NA,"No, no home telephone",2,Employed full-time,Never been married,No,Male,24,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,White,Hispanic,"$30,000 to under $40,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,7.619047619
639,201487,Cell,62217,English,New Jersey,Northeast,Highest,Suburban,John Kerry,0,Justin Trudeau,0,a Senator,0,James Comey,0,Arsenic,0,The Lincoln Group,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,4,NA,NA,"No, no home telephone",2,Not employed,Never been married,No,Male,29,25-34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,Asian or Pacific Islander,Other~Hisp,"$10,000 to under $20,000",Are you NOT registered to vote at your current address,No preference (VOL.),Other/Don't know/Refused (VOL.),7.80952381
640,201504,Cell,62217,English,California,West,2,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Asbestos,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,12%,0,8,NA,NA,"No, no home telephone",5,Employed part-time,Never been married,No,Male,27,25-34,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,Yes,White,Hispanic,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,6.380952381
641,201515,Cell,62417,Spanish,California,West,2,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,0,NA,NA,"Yes, has a home telephone",3,Not employed,Widowed,No,Male,53,45-54,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,White,Hispanic,"Less than $10,000",Don't know/Refused (VOL.),Democrat,NA,6.952380952
642,201521,Cell,62517,English,California,West,Lowest,Rural,John Kerry,0,Justin Trudeau,0,the head of the EPA,0,James Comey,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,5,NA,NA,"Yes, has a home telephone",4,Employed full-time,Married,No,Male,47,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,3.476190476
643,201527,Cell,62417,English,Maryland,South,4,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,10,NA,NA,"No, no home telephone",2,Employed part-time,Married,Yes,Male,28,25-34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,7.285714286
644,201528,Cell,62217,English,California,West,Highest,Urban,John Kerry,0,Malcolm Turnbull,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Lincoln Group,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,7,NA,NA,"Yes, has a home telephone",3,Employed full-time,Married,Yes,Female,Refused (VOL.),DK/Ref,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,Asian or Pacific Islander,Other~Hisp,"$100,000 to under $150,000",Are you NOT registered to vote at your current address,Independent,Democratic,1.761904762
645,201545,Cell,62217,English,New Mexico,West,Lowest,Rural,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Arsenic,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,12%,0,1,NA,NA,"No, no home telephone",1,Employed full-time,Never been married,No,Male,38,35-44,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,Mixed race,Other~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,11.19047619
646,201546,Cell,62217,English,New Mexico,West,Lowest,Urban,Rex Tillerson,1,Justin Trudeau,0,a Senator,0,Robert Mueller,1,Arsenic,0,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,7%,0,5,NA,NA,"Yes, has a home telephone",2,Employed full-time,Never been married,Yes,Female,32,25-34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,Don't know/Refused (VOL.),"Are you PROBABLY registered, but there is a chance your registration has lapsed",Democrat,NA,2.380952381
647,201547,Cell,62417,English,Idaho,West,Lowest,Rural,Rex Tillerson,1,Justin Trudeau,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,4%,1,7,NA,NA,"No, no home telephone",2,Not employed,Married,No,Female,79,65+,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$10,000 to under $20,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Republican,3.80952381
648,201549,Cell,62317,English,California,West,Highest,Urban,Mitt Romney,0,Justin Trudeau,0,a Supreme Court justice,1,James Comey,0,Arsenic,0,The Blue Dogs,0,The United Kingdom,1,Mosquitoes,1,Mitch McConnell,0,12%,0,3,NA,NA,"No, no home telephone",4,Not employed,Married,Yes,Female,51,45-54,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,8.047619048
649,201555,Cell,62217,English,Washington,West,4,Urban,[VOL. DO NOT READ] Don't know,0,Justin Trudeau,0,the Solicitor General,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,17%,0,6,NA,NA,"No, no home telephone",3,Not employed,Never been married,No,Female,19,18-24,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,Yes,White,Hispanic,"$150,000 or over",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,9.904761905
650,201571,Cell,62217,English,Colorado,West,3,Suburban,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,"No, no home telephone",3,Employed full-time,Widowed,No,Female,50,45-54,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),HS Grad or less,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Democratic,11.19047619
651,201602,Cell,62517,English,Nebraska,Midwest,Lowest,Rural,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,"Yes, has a home telephone",2,Not employed,Married,No,Male,73,65+,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.333333333
652,201623,Cell,62317,English,Texas,South,4,Urban,Scott Pruitt,0,Emmanuel Macron,1,a Supreme Court justice,1,James Comey,0,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,[VOL. DO NOT READ] Don't know,0,12%,0,6,NA,NA,"No, no home telephone",2,Employed part-time,Never been married,No,Female,21,18-24,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$10,000 to under $20,000",Are you NOT registered to vote at your current address,Independent,Democratic,9.571428571
653,201628,Cell,62317,English,Illinois,Midwest,Highest,Urban,Rex Tillerson,1,[VOL. DO NOT READ] Don't know,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,Don't know/Refused (VOL.),Don't know/Refused (VOL.),Don't know/Refused (VOL.),Married,No,Female,Refused (VOL.),DK/Ref,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,Don't know/Refused (VOL.),DK/Ref,Don't know/Refused (VOL.),Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.380952381
654,201646,Cell,62417,English,Florida,South,2,Suburban,John Kerry,0,Justin Trudeau,0,a Supreme Court justice,1,James Comey,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Mosquitoes,1,Paul Ryan,1,7%,0,4,NA,NA,"No, no home telephone",1,Not employed,Widowed,No,Female,81,65+,"Some college, no degree (includes some community college)",Some coll/Assoc degree,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Don't know/Refused (VOL.),Republican,5.238095238
655,201649,Cell,62317,English,Oklahoma,South,Lowest,Suburban,Rex Tillerson,1,Theresa May,0,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,4%,1,9,NA,NA,"Yes, has a home telephone",2,Employed full-time,Married,Yes,Male,56,55-64,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",Coll+,No,White,White~Hisp,"$50,000 to under $75,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,1.333333333
656,201674,Cell,62317,English,Texas,South,4,Urban,John Kerry,0,Theresa May,0,a Senator,0,Sean Spicer,0,Lead,1,The Freedom Caucus,1,Greece,0,Mosquitoes,1,Paul Ryan,1,7%,0,4,NA,NA,"No, no home telephone",1,Not employed,Divorced,No,Female,56,55-64,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,White,White~Hisp,Don't know/Refused (VOL.),Are you NOT registered to vote at your current address,Republican,NA,4.523809524
657,201676,Cell,62317,English,Florida,South,3,Suburban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,7%,0,1,NA,NA,"Yes, has a home telephone",2,Not employed,Married,No,Male,80,65+,"Some postgraduate or professional schooling, no postgraduate degree",Coll+,No,White,White~Hisp,"$20,000 to under $30,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,1.571428571
658,201685,Cell,62317,English,Delaware,South,4,Suburban,Rex Tillerson,1,Theresa May,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,5,NA,NA,"No, no home telephone",2,Employed full-time,Married,Yes,Female,34,25-34,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Coll+,No,Black or African-American,AA~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,9.380952381
659,201696,Cell,62317,Spanish,California,West,2,Urban,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Lead,1,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,Contaminated water,0,[VOL. DO NOT READ] Don't know,0,[VOL. DO NOT READ] Don't know,0,1,NA,NA,"No, no home telephone",2,Employed full-time,Never been married,Yes,Female,40,35-44,Less than high school (Grades 1-8 or no formal schooling),HS Grad or less,Yes,White,Hispanic,"$20,000 to under $30,000",Are you NOT registered to vote at your current address,No preference (VOL.),Other/Don't know/Refused (VOL.),11.19047619
660,201703,Cell,62417,English,California,West,4,Urban,Rex Tillerson,1,Emmanuel Macron,1,a Senator,0,Robert Mueller,1,Lead,1,The Freedom Caucus,1,The United Kingdom,1,Mosquitoes,1,Paul Ryan,1,7%,0,8,NA,NA,"Yes, has a home telephone",1,Not employed,Widowed,No,Male,74,65+,Two year associate degree from a college or university,Some coll/Assoc degree,No,Black or African-American,AA~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Democrat,NA,2.619047619
661,201746,Cell,62317,English,Oregon,West,Lowest,Rural,Rex Tillerson,1,Emmanuel Macron,1,a Supreme Court justice,1,Robert Mueller,1,Lead,1,The Tuesday Group,0,Greece,0,Mosquitoes,1,Mitch McConnell,0,7%,0,6,NA,NA,"No, no home telephone",2,Not employed,Married,No,Male,56,55-64,High school graduate (Grade 12 with diploma or GED certificate),HS Grad or less,No,White,White~Hisp,"$100,000 to under $150,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Independent,Other/Don't know/Refused (VOL.),6.571428571
662,201762,Cell,62317,English,Ohio,Midwest,Lowest,Rural,John Kerry,0,Emmanuel Macron,1,the head of the EPA,0,Sean Spicer,0,Lead,1,The Lincoln Group,0,The United Kingdom,1,Contaminated water,0,Nancy Pelosi,0,12%,0,3,NA,NA,"No, no home telephone",3,Employed full-time,Never been married,No,Male,20,18-24,Two year associate degree from a college or university,Some coll/Assoc degree,No,White,White~Hisp,"$75,000 to under $100,000",Are you ABSOLUTELY CERTAIN that you are registered to vote at your current address,Republican,NA,8.047619048
